route_id,topsis_selected,topsis_rank,topsis_closeness,steps,horizontal_length_m,terrain_following_length_m,flight_time_s,average_ground_speed_mps,navigation_deficit_s,average_navigation_quality,visibility_deficit_s,average_visibility,energy_used_wh,battery_remaining_wh,minimum_altitude_msl_m,maximum_altitude_msl_m
12,False,4215,0.594612026398631,39,2397.056274847715,2400.092328058834,120.75867650850928,19.849971398774034,27.40110137010957,0.7730920695526275,20.632354348916248,0.8291439178909651,15.09483456356366,284.90516543643633,228.5126190185547,250.78634643554688
13,False,4210,0.5954456681306258,39,2397.056274847715,2400.1447951041882,120.7757626313403,19.847163227315438,27.281084302680988,0.7741178883220583,20.632354348916248,0.8291680888665129,15.096970328917537,284.90302967108244,228.5126190185547,250.78634643554688
14,False,4209,0.595495179319598,39,2397.056274847715,2400.016818519269,120.77619326190451,19.847092461754215,27.458586431587456,0.7726490155883353,20.519439107280654,0.8301036110420865,15.097024157738064,284.9029758422619,228.5126190185547,250.78634643554688
15,False,4174,0.5991218712448431,39,2397.056274847715,2400.0734836819574,120.78483251768621,19.84567287864327,26.736047179830496,0.7786473133875016,20.650663555340103,0.8290293315403134,15.098104064710778,284.90189593528925,228.5126190185547,250.78634643554688
16,False,4163,0.5999648665073586,39,2397.056274847715,2400.0682337860367,120.7858003109601,19.84551386567421,26.616292554255896,0.7796405497522647,20.651341010631825,0.8290250927057199,15.098225038870012,284.90177496113,228.5126190185547,250.78634643554688
17,False,4165,0.5999434999462202,39,2397.056274847715,2400.1259507273116,120.80191864051723,19.84286592318855,26.616030112401916,0.7796721243177769,20.650663555340103,0.8290535134893642,15.100239830064654,284.89976016993535,228.5126190185547,250.78634643554688
18,False,4154,0.6007840551963994,39,2397.056274847715,2400.120700831391,120.80288643379112,19.842706955197453,26.496275486827315,0.7806652119910295,20.651341010631825,0.8290492750605734,15.10036080422389,284.8996391957761,228.5126190185547,250.78634643554688
19,False,4204,0.5957911298575493,39,2397.056274847715,2399.9433290284273,120.80919140472724,19.84167137430173,27.40893997029994,0.7731220642105263,20.519439107280654,0.8301500169921862,15.101148925590904,284.8988510744091,228.5126190185547,250.78634643554688
20,False,4203,0.5958696908189719,39,2397.056274847715,2399.8184373360123,120.81736032253617,19.84032980399912,27.39591609334076,0.7732452023434039,20.519439107280654,0.8301615011907097,15.102170040317022,284.89782995968295,228.61074829101562,250.78634643554688
21,False,4197,0.5966292042467991,39,2397.056274847715,2399.9957960737815,120.82627752755826,19.838865550591763,27.288922902871363,0.7741474498653883,20.519439107280654,0.8301740355892323,15.103284690944783,284.8967153090552,228.5126190185547,250.78634643554688
22,False,4212,0.5953518166243127,39,2397.056274847715,2400.1499716957774,120.82790632435865,19.838598116670948,27.279815482478913,0.7742258695665294,20.632354348916248,0.8292418119575014,15.103488290544831,284.8965117094552,228.5126190185547,250.78634643554688
23,False,4167,0.5998508870926448,39,2397.056274847715,2400.131127318901,120.85406233353558,19.834304520374904,26.61476129219984,0.7797776857616265,20.650663555340103,0.8291272700594212,15.106757791691948,284.89324220830804,228.5126190185547,250.78634643554688
24,False,4156,0.6006916897663466,39,2397.056274847715,2400.12587742298,120.85503012680947,19.83414568953032,26.49500666662524,0.7807703441153848,20.651341010631825,0.8291230328686939,15.106878765851183,284.8931212341488,228.5126190185547,250.78634643554688
25,False,4176,0.5990258442217998,39,2397.056274847715,2400.1107642489555,120.85944515755337,19.83342114240962,26.192767742004904,0.7832790998844997,20.96467490789717,0.8265367271828242,15.10743064469417,284.89256935530585,228.46934509277344,250.78634643554688
26,False,4206,0.5956461228575045,39,2397.056274847715,2399.9401482187664,120.86010333851902,19.833313133398217,27.27980478956455,0.7742861040491079,20.60217506317475,0.8295370060584031,15.107512917314878,284.89248708268514,228.5126190185547,250.78634643554688
27,False,4168,0.5998470486074475,39,2397.056274847715,2400.105514353035,120.86041295082725,19.833262325712646,26.073013116430303,0.7842716859900334,20.96535236318889,0.8265325109246585,15.107551618853407,284.8924483811466,228.46934509277344,250.78634643554688
28,False,4207,0.5956449940509083,39,2397.056274847715,2400.076482204936,120.86090446718138,19.83318166792813,27.230169021191397,0.7746982852624151,20.632354348916248,0.8292884333451371,15.107613058397673,284.89238694160235,228.5126190185547,250.78634643554688
29,False,4205,0.5957228252773856,39,2397.056274847715,2399.951590512521,120.86907338499032,19.831841245383327,27.217145144232216,0.7748212641827692,20.632354348916248,0.8292999708602184,15.10863417312379,284.8913658268762,228.61074829101562,250.78634643554688
30,False,4199,0.5964794239582728,39,2397.056274847715,2399.9926152641206,120.87718946135004,19.830509672911973,27.159787722135974,0.7753108932862788,20.60217506317475,0.8295611011888872,15.109648682668755,284.89035131733124,228.5126190185547,250.78634643554688
31,False,4200,0.596476426468476,39,2397.056274847715,2400.12894925029,120.8779905900124,19.830378244604713,27.11015195376282,0.7757230094458336,20.632354348916248,0.8293125634517207,15.10974882375155,284.89025117624846,228.5126190185547,250.78634643554688
32,False,4198,0.5965355890042471,39,2397.056274847715,2400.0009726653707,120.87842122057661,19.83030759868722,27.287654082669288,0.7742553732326194,20.519439107280654,0.8302472939331564,15.109802652572077,284.89019734742794,228.5126190185547,250.78634643554688
33,False,4179,0.5988711981466037,39,2397.056274847715,2400.1869542645795,120.87968589139683,19.830100129490134,28.841557619715882,0.7614027749407928,19.32997194947856,0.8400891613265327,15.109960736424604,284.8900392635754,228.5126190185547,250.1448211669922
34,False,4162,0.6001396083300923,39,2397.056274847715,2400.0576378280593,120.88706047635831,19.828890415583423,26.565114830912325,0.7802484837812098,20.650663555340103,0.8291739126258371,15.11088255954479,284.8891174404552,228.5126190185547,250.78634643554688
35,False,4148,0.600979507137117,39,2397.056274847715,2400.0523879321386,120.8880282696322,19.828731671437726,26.445360205337725,0.7812408674053876,20.651341010631825,0.8291696762183062,15.111003533704025,284.88899646629596,228.5126190185547,250.78634643554688
36,False,4016,0.6111788965353795,39,2397.056274847715,2400.1174154315486,120.89012157313701,19.8283883220146,28.726551752589405,0.7623746971318066,18.362600583487943,0.8481050366685354,15.111265196642126,284.88873480335786,228.5126190185547,250.1448211669922
37,False,4105,0.6028478247874244,39,2397.056274847715,2400.205132572143,120.89067840988662,19.828296990115,28.326919940073893,0.765681520588131,19.32997194947856,0.8401037019253114,15.111334801235827,284.88866519876416,228.5126190185547,250.1448211669922
38,False,3990,0.6130779563997326,39,2397.056274847715,2400.108523012128,120.89383650571394,19.827779017786572,28.491644518523202,0.7643250860255678,18.362600583487943,0.8481097042311164,15.111729563214242,284.8882704367858,228.5126190185547,250.1448211669922
39,False,4161,0.6002162415160277,39,2397.056274847715,2399.9327461356443,120.89522939416725,19.82755057300354,26.552090953953144,0.7803710610665818,20.650663555340103,0.8291854553829365,15.111903674270906,284.88809632572907,228.61074829101562,250.78634643554688
40,False,4145,0.6010558976718352,39,2397.056274847715,2399.9274962397235,120.89619718744113,19.827391850309784,26.432336328378543,0.7813633766544613,20.651341010631825,0.8291812191692567,15.112024648430143,284.8879753515699,228.61074829101562,250.78634643554688
41,False,3973,0.6153282014179436,39,2397.056274847715,2400.1355937391127,120.9011140916268,19.826585493919175,28.211914072947415,0.7666529850869152,18.362600583487943,0.8481188471962999,15.11263926145335,284.88736073854665,228.5126190185547,250.1448211669922
42,False,4149,0.6009581956158626,39,2397.056274847715,2400.1101048734135,120.90414659918933,19.82608820518144,26.445097763483748,0.7812722019274312,20.650663555340103,0.8291980536962116,15.113018324898666,284.8869816751013,228.5126190185547,250.78634643554688
43,False,3945,0.61721639892408,39,2397.056274847715,2400.1267013196916,120.90482902420372,19.825976300482196,27.977006838881213,0.7686030651986568,18.362600583487943,0.8481235139101684,15.113103628025465,284.88689637197456,228.5126190185547,250.1448211669922
44,False,4127,0.6017955021536117,39,2397.056274847715,2400.104854977493,120.90511439246322,19.8259295058997,26.325343137909147,0.7822644371150757,20.651341010631825,0.8291938176941244,15.113139299057902,284.8868607009421,228.5126190185547,250.78634643554688
